id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,deposit_per_office,deposit_per_account,accounts_per_office,has_deposits,has_offices,has_accounts
7881,2020,Gujarat,24,Kachchh,449,Western Region,Semi-urban,118,1377,9659,81.85593220338983,7.014524328249818,11.669491525423728,1,1,1
7882,2020,Gujarat,24,Kachchh,449,Western Region,Urban,127,1392,19204,151.21259842519686,13.795977011494253,10.960629921259843,1,1,1
7883,2020,Gujarat,24,Kheda,450,Western Region,Rural,112,1195,3295,29.419642857142858,2.7573221757322175,10.669642857142858,1,1,1
7884,2020,Gujarat,24,Kheda,450,Western Region,Semi-urban,82,1214,4078,49.73170731707317,3.359143327841845,14.804878048780488,1,1,1
7885,2020,Gujarat,24,Kheda,450,Western Region,Urban,56,791,7516,134.21428571428572,9.501896333754742,14.125,1,1,1
7886,2020,Gujarat,24,Mahesana,451,Western Region,Rural,138,1159,2738,19.840579710144926,2.362381363244176,8.398550724637682,1,1,1
7887,2020,Gujarat,24,Mahesana,451,Western Region,Semi-urban,129,1681,7227,56.02325581395349,4.299226650803093,13.031007751937985,1,1,1
7888,2020,Gujarat,24,Mahesana,451,Western Region,Urban,64,731,5317,83.078125,7.273597811217511,11.421875,1,1,1
7889,2020,Gujarat,24,Mahisagar,669,Western Region,Rural,48,773,1443,30.0625,1.8667529107373868,16.104166666666668,1,1,1
7890,2020,Gujarat,24,Mahisagar,669,Western Region,Semi-urban,34,489,2171,63.85294117647059,4.439672801635992,14.382352941176471,1,1,1
7891,2020,Gujarat,24,Morbi,673,Western Region,Rural,56,373,982,17.535714285714285,2.6327077747989276,6.660714285714286,1,1,1
7892,2020,Gujarat,24,Morbi,673,Western Region,Semi-urban,33,370,1267,38.39393939393939,3.424324324324324,11.212121212121213,1,1,1
7893,2020,Gujarat,24,Morbi,673,Western Region,Urban,52,534,5500,105.76923076923077,10.299625468164795,10.26923076923077,1,1,1
7894,2020,Gujarat,24,Narmada,452,Western Region,Rural,30,606,863,28.766666666666666,1.4240924092409242,20.2,1,1,1
7895,2020,Gujarat,24,Narmada,452,Western Region,Semi-urban,27,278,1194,44.22222222222222,4.294964028776978,10.296296296296296,1,1,1
7896,2020,Gujarat,24,Navsari,453,Western Region,Rural,136,1293,7488,55.05882352941177,5.791183294663573,9.507352941176471,1,1,1
7897,2020,Gujarat,24,Navsari,453,Western Region,Semi-urban,54,760,4322,80.03703703703704,5.686842105263158,14.074074074074074,1,1,1
7898,2020,Gujarat,24,Navsari,453,Western Region,Urban,69,851,9326,135.15942028985506,10.958871915393654,12.333333333333334,1,1,1
7899,2020,Gujarat,24,Panch Mahals,454,Western Region,Rural,71,1119,1659,23.366197183098592,1.482573726541555,15.76056338028169,1,1,1
7900,2020,Gujarat,24,Panch Mahals,454,Western Region,Semi-urban,42,632,2080,49.523809523809526,3.2911392405063293,15.047619047619047,1,1,1
7901,2020,Gujarat,24,Panch Mahals,454,Western Region,Urban,37,494,2765,74.72972972972973,5.597165991902834,13.35135135135135,1,1,1
7902,2020,Gujarat,24,Patan,455,Western Region,Rural,55,613,911,16.563636363636363,1.4861337683523654,11.145454545454545,1,1,1
7903,2020,Gujarat,24,Patan,455,Western Region,Semi-urban,47,795,2208,46.97872340425532,2.7773584905660376,16.914893617021278,1,1,1
7904,2020,Gujarat,24,Patan,455,Western Region,Urban,34,494,2399,70.55882352941177,4.8562753036437245,14.529411764705882,1,1,1
7905,2020,Gujarat,24,Porbandar,456,Western Region,Rural,25,210,962,38.48,4.580952380952381,8.4,1,1,1
7906,2020,Gujarat,24,Porbandar,456,Western Region,Semi-urban,14,260,1152,82.28571428571429,4.430769230769231,18.571428571428573,1,1,1
7907,2020,Gujarat,24,Porbandar,456,Western Region,Urban,45,584,6582,146.26666666666668,11.270547945205479,12.977777777777778,1,1,1
7908,2020,Gujarat,24,Rajkot,457,Western Region,Rural,124,894,3040,24.516129032258064,3.4004474272930647,7.209677419354839,1,1,1
7909,2020,Gujarat,24,Rajkot,457,Western Region,Semi-urban,72,763,3502,48.638888888888886,4.5897771952817825,10.597222222222221,1,1,1
7910,2020,Gujarat,24,Rajkot,457,Western Region,Urban,45,512,3494,77.64444444444445,6.82421875,11.377777777777778,1,1,1
7911,2020,Gujarat,24,Rajkot,457,Western Region,Metropolitan,257,2956,35404,137.75875486381324,11.976995940460082,11.501945525291829,1,1,1
7912,2020,Gujarat,24,Sabar Kantha,458,Western Region,Rural,84,972,1639,19.511904761904763,1.6862139917695473,11.571428571428571,1,1,1
7913,2020,Gujarat,24,Sabar Kantha,458,Western Region,Semi-urban,103,1200,5029,48.8252427184466,4.190833333333333,11.650485436893204,1,1,1
7914,2020,Gujarat,24,Surat,459,Western Region,Rural,154,1227,5581,36.24025974025974,4.548492257538713,7.967532467532467,1,1,1
7915,2020,Gujarat,24,Surat,459,Western Region,Semi-urban,145,1675,9527,65.70344827586207,5.687761194029851,11.551724137931034,1,1,1
7916,2020,Gujarat,24,Surat,459,Western Region,Metropolitan,557,7277,53696,96.40215439856374,7.378864916861344,13.064631956912029,1,1,1
7917,2020,Gujarat,24,Surendranagar,460,Western Region,Rural,75,746,1212,16.16,1.6246648793565683,9.946666666666667,1,1,1
7918,2020,Gujarat,24,Surendranagar,460,Western Region,Semi-urban,67,951,3499,52.223880597014926,3.6792849631966353,14.194029850746269,1,1,1
7919,2020,Gujarat,24,Surendranagar,460,Western Region,Urban,40,521,3540,88.5,6.794625719769674,13.025,1,1,1
7920,2020,Gujarat,24,Tapi,641,Western Region,Rural,25,483,869,34.76,1.7991718426501035,19.32,1,1,1
7921,2020,Gujarat,24,Tapi,641,Western Region,Semi-urban,34,538,2173,63.911764705882355,4.0390334572490705,15.823529411764707,1,1,1
7922,2020,Gujarat,24,Vadodara,461,Western Region,Rural,162,1377,6482,40.01234567901235,4.707334785766158,8.5,1,1,1
7923,2020,Gujarat,24,Vadodara,461,Western Region,Semi-urban,60,726,3044,50.733333333333334,4.192837465564739,12.1,1,1,1
7924,2020,Gujarat,24,Vadodara,461,Western Region,Metropolitan,513,6092,81596,159.05653021442495,13.393959290873276,11.875243664717349,1,1,1
7925,2020,Gujarat,24,Valsad,462,Western Region,Rural,74,1055,3396,45.891891891891895,3.218957345971564,14.256756756756756,1,1,1
7926,2020,Gujarat,24,Valsad,462,Western Region,Semi-urban,64,1061,4959,77.484375,4.673892554194157,16.578125,1,1,1
7927,2020,Gujarat,24,Valsad,462,Western Region,Urban,111,1332,9074,81.74774774774775,6.812312312312312,12.0,1,1,1
7990,2020,Haryana,6,Ambala,58,Northern Region,Rural,111,812,3252,29.2972972972973,4.004926108374384,7.315315315315315,1,1,1
7991,2020,Haryana,6,Ambala,58,Northern Region,Semi-urban,40,376,1857,46.425,4.9388297872340425,9.4,1,1,1
7992,2020,Haryana,6,Ambala,58,Northern Region,Urban,137,1543,14031,102.41605839416059,9.093324692158134,11.262773722627736,1,1,1
7993,2020,Haryana,6,Bhiwani,59,Northern Region,Rural,59,487,1015,17.203389830508474,2.084188911704312,8.254237288135593,1,1,1
7994,2020,Haryana,6,Bhiwani,59,Northern Region,Semi-urban,47,577,1778,37.829787234042556,3.081455805892548,12.27659574468085,1,1,1
7995,2020,Haryana,6,Bhiwani,59,Northern Region,Urban,53,706,4500,84.90566037735849,6.373937677053824,13.320754716981131,1,1,1
7996,2020,Haryana,6,Charki Dadri,701,Northern Region,Rural,28,372,1066,38.07142857142857,2.8655913978494625,13.285714285714286,1,1,1
7997,2020,Haryana,6,Charki Dadri,701,Northern Region,Semi-urban,26,357,2003,77.03846153846153,5.610644257703081,13.73076923076923,1,1,1
7998,2020,Haryana,6,Faridabad,60,Northern Region,Rural,41,371,1521,37.09756097560975,4.099730458221024,9.048780487804878,1,1,1
7999,2020,Haryana,6,Faridabad,60,Northern Region,Semi-urban,14,156,568,40.57142857142857,3.641025641025641,11.142857142857142,1,1,1
8000,2020,Haryana,6,Faridabad,60,Northern Region,Metropolitan,289,4036,45024,155.7923875432526,11.15559960356789,13.965397923875432,1,1,1
8001,2020,Haryana,6,Fatehabad,61,Northern Region,Rural,68,512,1034,15.205882352941176,2.01953125,7.529411764705882,1,1,1
8002,2020,Haryana,6,Fatehabad,61,Northern Region,Semi-urban,89,1082,4354,48.92134831460674,4.024029574861368,12.157303370786517,1,1,1
8003,2020,Haryana,6,Gurugram,62,Northern Region,Rural,109,519,3902,35.79816513761468,7.518304431599229,4.761467889908257,1,1,1
8004,2020,Haryana,6,Gurugram,62,Northern Region,Semi-urban,105,1258,10135,96.52380952380952,8.056438791732909,11.980952380952381,1,1,1
8005,2020,Haryana,6,Gurugram,62,Northern Region,Urban,601,7286,184778,307.4509151414309,25.360691737578918,12.123128119800333,1,1,1
8006,2020,Haryana,6,Hisar,63,Northern Region,Rural,102,871,1854,18.176470588235293,2.1285878300803676,8.53921568627451,1,1,1
8007,2020,Haryana,6,Hisar,63,Northern Region,Semi-urban,77,994,3423,44.45454545454545,3.443661971830986,12.909090909090908,1,1,1
8008,2020,Haryana,6,Hisar,63,Northern Region,Urban,111,1138,10842,97.67567567567568,9.527240773286467,10.252252252252251,1,1,1
8009,2020,Haryana,6,Jhajjar,64,Northern Region,Rural,87,635,2878,33.08045977011494,4.532283464566929,7.2988505747126435,1,1,1
8010,2020,Haryana,6,Jhajjar,64,Northern Region,Semi-urban,43,455,2783,64.72093023255815,6.116483516483516,10.581395348837209,1,1,1
8011,2020,Haryana,6,Jhajjar,64,Northern Region,Urban,42,553,4654,110.80952380952381,8.415913200723327,13.166666666666666,1,1,1
8012,2020,Haryana,6,Jind,65,Northern Region,Rural,60,567,1349,22.483333333333334,2.379188712522046,9.45,1,1,1
8013,2020,Haryana,6,Jind,65,Northern Region,Semi-urban,67,829,2611,38.97014925373134,3.149577804583836,12.373134328358208,1,1,1
8014,2020,Haryana,6,Jind,65,Northern Region,Urban,46,531,3306,71.8695652173913,6.2259887005649714,11.543478260869565,1,1,1
8015,2020,Haryana,6,Kaithal,66,Northern Region,Rural,51,392,663,13.0,1.691326530612245,7.686274509803922,1,1,1
8016,2020,Haryana,6,Kaithal,66,Northern Region,Semi-urban,75,838,2406,32.08,2.8711217183770885,11.173333333333334,1,1,1
8017,2020,Haryana,6,Kaithal,66,Northern Region,Urban,49,652,2880,58.775510204081634,4.41717791411043,13.306122448979592,1,1,1
8018,2020,Haryana,6,Karnal,67,Northern Region,Rural,112,818,2012,17.964285714285715,2.4596577017114916,7.303571428571429,1,1,1
8019,2020,Haryana,6,Karnal,67,Northern Region,Semi-urban,92,851,3029,32.92391304347826,3.5593419506462984,9.25,1,1,1
8020,2020,Haryana,6,Karnal,67,Northern Region,Urban,148,1338,11142,75.28378378378379,8.327354260089686,9.04054054054054,1,1,1
8021,2020,Haryana,6,Kurukshetra,68,Northern Region,Rural,96,719,2545,26.510416666666668,3.5396383866481225,7.489583333333333,1,1,1
8022,2020,Haryana,6,Kurukshetra,68,Northern Region,Semi-urban,78,769,3671,47.06410256410256,4.77373211963589,9.85897435897436,1,1,1
8023,2020,Haryana,6,Kurukshetra,68,Northern Region,Urban,61,571,5351,87.72131147540983,9.371278458844133,9.360655737704919,1,1,1
8024,2020,Haryana,6,Mahendragarh,69,Northern Region,Rural,61,687,2331,38.21311475409836,3.393013100436681,11.262295081967213,1,1,1
8025,2020,Haryana,6,Mahendragarh,69,Northern Region,Semi-urban,66,914,4606,69.78787878787878,5.039387308533917,13.848484848484848,1,1,1
8026,2020,Haryana,6,Nuh,604,Northern Region,Rural,41,308,674,16.4390243902439,2.188311688311688,7.512195121951219,1,1,1
8027,2020,Haryana,6,Nuh,604,Northern Region,Semi-urban,43,760,1794,41.72093023255814,2.360526315789474,17.674418604651162,1,1,1
8028,2020,Haryana,6,Palwal,619,Northern Region,Rural,48,411,889,18.520833333333332,2.1630170316301705,8.5625,1,1,1
8029,2020,Haryana,6,Palwal,619,Northern Region,Semi-urban,31,494,1301,41.96774193548387,2.633603238866397,15.935483870967742,1,1,1
8030,2020,Haryana,6,Palwal,619,Northern Region,Urban,35,556,3007,85.91428571428571,5.408273381294964,15.885714285714286,1,1,1
8031,2020,Haryana,6,Panchkula,70,Northern Region,Rural,51,438,2179,42.72549019607843,4.974885844748859,8.588235294117647,1,1,1
8032,2020,Haryana,6,Panchkula,70,Northern Region,Semi-urban,32,296,2090,65.3125,7.0608108108108105,9.25,1,1,1
8033,2020,Haryana,6,Panchkula,70,Northern Region,Urban,170,1246,25416,149.50588235294117,20.398073836276083,7.329411764705882,1,1,1
8034,2020,Haryana,6,Panipat,71,Northern Region,Rural,81,570,1640,20.246913580246915,2.8771929824561404,7.037037037037037,1,1,1
8035,2020,Haryana,6,Panipat,71,Northern Region,Semi-urban,49,449,1589,32.42857142857143,3.538975501113586,9.16326530612245,1,1,1
8036,2020,Haryana,6,Panipat,71,Northern Region,Urban,127,1350,9431,74.25984251968504,6.985925925925926,10.62992125984252,1,1,1
8037,2020,Haryana,6,Rewari,72,Northern Region,Rural,89,861,3650,41.01123595505618,4.239256678281069,9.674157303370787,1,1,1
8038,2020,Haryana,6,Rewari,72,Northern Region,Semi-urban,32,378,1848,57.75,4.888888888888889,11.8125,1,1,1
8039,2020,Haryana,6,Rewari,72,Northern Region,Urban,64,758,6863,107.234375,9.054089709762533,11.84375,1,1,1
8040,2020,Haryana,6,Rohtak,73,Northern Region,Rural,78,561,2138,27.41025641025641,3.8110516934046346,7.1923076923076925,1,1,1
8041,2020,Haryana,6,Rohtak,73,Northern Region,Semi-urban,34,387,1942,57.11764705882353,5.018087855297158,11.382352941176471,1,1,1
8042,2020,Haryana,6,Rohtak,73,Northern Region,Urban,135,1287,13264,98.25185185185185,10.306138306138307,9.533333333333333,1,1,1
8043,2020,Haryana,6,Sirsa,74,Northern Region,Rural,81,807,1722,21.25925925925926,2.133828996282528,9.962962962962964,1,1,1
8044,2020,Haryana,6,Sirsa,74,Northern Region,Semi-urban,62,702,2340,37.74193548387097,3.3333333333333335,11.32258064516129,1,1,1
8045,2020,Haryana,6,Sirsa,74,Northern Region,Urban,66,815,4279,64.83333333333333,5.250306748466258,12.348484848484848,1,1,1
8046,2020,Haryana,6,Sonipat,75,Northern Region,Rural,127,936,4211,33.15748031496063,4.4989316239316235,7.3700787401574805,1,1,1
8047,2020,Haryana,6,Sonipat,75,Northern Region,Semi-urban,93,829,5073,54.54838709677419,6.1194209891435465,8.913978494623656,1,1,1
8048,2020,Haryana,6,Sonipat,75,Northern Region,Urban,82,902,10009,122.0609756097561,11.096452328159645,11.0,1,1,1
8049,2020,Haryana,6,Yamunanagar,76,Northern Region,Rural,89,806,2240,25.168539325842698,2.7791563275434243,9.0561797752809,1,1,1
8050,2020,Haryana,6,Yamunanagar,76,Northern Region,Semi-urban,37,457,1510,40.810810810810814,3.3041575492341355,12.35135135135135,1,1,1
8051,2020,Haryana,6,Yamunanagar,76,Northern Region,Urban,106,1230,9100,85.84905660377359,7.3983739837398375,11.60377358490566,1,1,1
8074,2020,Himachal Pradesh,2,Bilaspur,375,Northern Region,Rural,67,575,3376,50.38805970149254,5.871304347826087,8.582089552238806,1,1,1
8075,2020,Himachal Pradesh,2,Bilaspur,375,Northern Region,Semi-urban,17,144,1150,67.6470588235294,7.986111111111111,8.470588235294118,1,1,1
8076,2020,Himachal Pradesh,2,Chamba,16,Northern Region,Rural,69,584,2648,38.3768115942029,4.534246575342466,8.46376811594203,1,1,1
8077,2020,Himachal Pradesh,2,Chamba,16,Northern Region,Semi-urban,20,182,1486,74.3,8.164835164835164,9.1,1,1,1
8078,2020,Himachal Pradesh,2,Hamirpur,17,Northern Region,Rural,95,968,5576,58.694736842105264,5.760330578512397,10.189473684210526,1,1,1
8079,2020,Himachal Pradesh,2,Hamirpur,17,Northern Region,Semi-urban,31,242,2608,84.12903225806451,10.776859504132231,7.806451612903226,1,1,1
8080,2020,Himachal Pradesh,2,Kangra,18,Northern Region,Rural,264,2752,18534,70.20454545454545,6.734738372093023,10.424242424242424,1,1,1
8081,2020,Himachal Pradesh,2,Kangra,18,Northern Region,Semi-urban,36,249,3589,99.69444444444444,14.413654618473895,6.916666666666667,1,1,1
8082,2020,Himachal Pradesh,2,Kinnaur,19,Northern Region,Rural,33,134,919,27.848484848484848,6.858208955223881,4.0606060606060606,1,1,1
8083,2020,Himachal Pradesh,2,Kullu,20,Northern Region,Rural,74,683,4177,56.445945945945944,6.1156661786237185,9.22972972972973,1,1,1
8084,2020,Himachal Pradesh,2,Kullu,20,Northern Region,Semi-urban,26,233,1866,71.76923076923077,8.008583690987125,8.961538461538462,1,1,1
8085,2020,Himachal Pradesh,2,Lahul and Spiti,21,Northern Region,Rural,16,62,523,32.6875,8.435483870967742,3.875,1,1,1
8086,2020,Himachal Pradesh,2,Mandi,22,Northern Region,Rural,137,1371,7589,55.394160583941606,5.535375638220277,10.007299270072993,1,1,1
8087,2020,Himachal Pradesh,2,Mandi,22,Northern Region,Semi-urban,54,507,4913,90.98148148148148,9.690335305719922,9.38888888888889,1,1,1
8088,2020,Himachal Pradesh,2,Shimla,23,Northern Region,Rural,177,973,6602,37.29943502824859,6.785200411099692,5.497175141242938,1,1,1
8089,2020,Himachal Pradesh,2,Shimla,23,Northern Region,Urban,98,681,15965,162.90816326530611,23.443465491923643,6.948979591836735,1,1,1
8090,2020,Himachal Pradesh,2,Sirmaur,24,Northern Region,Rural,72,512,2047,28.430555555555557,3.998046875,7.111111111111111,1,1,1
8091,2020,Himachal Pradesh,2,Sirmaur,24,Northern Region,Semi-urban,33,297,2202,66.72727272727273,7.414141414141414,9.0,1,1,1
8092,2020,Himachal Pradesh,2,Solan,25,Northern Region,Rural,130,850,5186,39.89230769230769,6.101176470588236,6.538461538461538,1,1,1
8093,2020,Himachal Pradesh,2,Solan,25,Northern Region,Semi-urban,86,878,5488,63.81395348837209,6.2505694760820045,10.209302325581396,1,1,1
8094,2020,Himachal Pradesh,2,Una,26,Northern Region,Rural,86,942,5107,59.383720930232556,5.421443736730361,10.953488372093023,1,1,1
8095,2020,Himachal Pradesh,2,Una,26,Northern Region,Semi-urban,31,277,1991,64.2258064516129,7.187725631768953,8.935483870967742,1,1,1
8137,2020,Jammu and Kashmir,1,Anantnag,1,Northern Region,Rural,59,834,2352,39.86440677966102,2.820143884892086,14.135593220338983,1,1,1
8138,2020,Jammu and Kashmir,1,Anantnag,1,Northern Region,Semi-urban,21,266,972,46.285714285714285,3.654135338345865,12.666666666666666,1,1,1
8139,2020,Jammu and Kashmir,1,Anantnag,1,Northern Region,Urban,30,312,1858,61.93333333333333,5.955128205128205,10.4,1,1,1
8140,2020,Jammu and Kashmir,1,Budgam,2,Northern Region,Rural,67,805,2103,31.388059701492537,2.612422360248447,12.014925373134329,1,1,1
8141,2020,Jammu and Kashmir,1,Budgam,2,Northern Region,Semi-urban,12,161,586,48.833333333333336,3.639751552795031,13.416666666666666,1,1,1
8142,2020,Jammu and Kashmir,1,Budgam,2,Northern Region,Metropolitan,6,81,551,91.83333333333333,6.802469135802469,13.5,1,1,1
8143,2020,Jammu and Kashmir,1,Bandipora,623,Northern Region,Rural,21,177,349,16.61904761904762,1.9717514124293785,8.428571428571429,1,1,1
8144,2020,Jammu and Kashmir,1,Bandipora,623,Northern Region,Semi-urban,16,328,940,58.75,2.8658536585365852,20.5,1,1,1
8145,2020,Jammu and Kashmir,1,Baramulla,3,Northern Region,Rural,87,1096,2394,27.517241379310345,2.184306569343066,12.597701149425287,1,1,1
8146,2020,Jammu and Kashmir,1,Baramulla,3,Northern Region,Semi-urban,52,565,2705,52.01923076923077,4.787610619469026,10.865384615384615,1,1,1
8147,2020,Jammu and Kashmir,1,Doda,4,Northern Region,Rural,34,398,1037,30.5,2.6055276381909547,11.705882352941176,1,1,1
8148,2020,Jammu and Kashmir,1,Doda,4,Northern Region,Semi-urban,16,235,1150,71.875,4.8936170212765955,14.6875,1,1,1
8149,2020,Jammu and Kashmir,1,Ganderbal,626,Northern Region,Rural,27,345,817,30.25925925925926,2.3681159420289855,12.777777777777779,1,1,1
8150,2020,Jammu and Kashmir,1,Ganderbal,626,Northern Region,Semi-urban,9,113,594,66.0,5.256637168141593,12.555555555555555,1,1,1
8151,2020,Jammu and Kashmir,1,Jammu,5,Northern Region,Rural,89,976,4224,47.46067415730337,4.327868852459017,10.96629213483146,1,1,1
8152,2020,Jammu and Kashmir,1,Jammu,5,Northern Region,Semi-urban,44,649,3603,81.88636363636364,5.551617873651772,14.75,1,1,1
8153,2020,Jammu and Kashmir,1,Jammu,5,Northern Region,Urban,270,2698,36514,135.23703703703703,13.533728687916975,9.992592592592592,1,1,1
8156,2020,Jammu and Kashmir,1,Kathua,7,Northern Region,Rural,69,908,4058,58.81159420289855,4.469162995594714,13.159420289855072,1,1,1
8157,2020,Jammu and Kashmir,1,Kathua,7,Northern Region,Semi-urban,26,344,2102,80.84615384615384,6.1104651162790695,13.23076923076923,1,1,1
8158,2020,Jammu and Kashmir,1,Kishtwar,620,Northern Region,Rural,14,180,428,30.571428571428573,2.3777777777777778,12.857142857142858,1,1,1
8159,2020,Jammu and Kashmir,1,Kishtwar,620,Northern Region,Semi-urban,15,209,1235,82.33333333333333,5.909090909090909,13.933333333333334,1,1,1
8160,2020,Jammu and Kashmir,1,Kulgam,622,Northern Region,Rural,37,427,1043,28.18918918918919,2.442622950819672,11.54054054054054,1,1,1
8161,2020,Jammu and Kashmir,1,Kulgam,622,Northern Region,Semi-urban,13,271,965,74.23076923076923,3.5608856088560885,20.846153846153847,1,1,1
8162,2020,Jammu and Kashmir,1,Kupwara,8,Northern Region,Rural,43,652,1109,25.790697674418606,1.700920245398773,15.162790697674419,1,1,1
8163,2020,Jammu and Kashmir,1,Kupwara,8,Northern Region,Semi-urban,28,542,1399,49.964285714285715,2.581180811808118,19.357142857142858,1,1,1
8166,2020,Jammu and Kashmir,1,Poonch,10,Northern Region,Rural,27,430,1092,40.44444444444444,2.5395348837209304,15.925925925925926,1,1,1
8167,2020,Jammu and Kashmir,1,Poonch,10,Northern Region,Semi-urban,16,318,1653,103.3125,5.19811320754717,19.875,1,1,1
8168,2020,Jammu and Kashmir,1,Pulwama,11,Northern Region,Rural,51,398,1159,22.725490196078432,2.9120603015075375,7.803921568627451,1,1,1
8169,2020,Jammu and Kashmir,1,Pulwama,11,Northern Region,Semi-urban,26,425,2109,81.11538461538461,4.96235294117647,16.346153846153847,1,1,1
8170,2020,Jammu and Kashmir,1,Rajouri,12,Northern Region,Rural,55,763,2353,42.78181818181818,3.083879423328965,13.872727272727273,1,1,1
8171,2020,Jammu and Kashmir,1,Rajouri,12,Northern Region,Semi-urban,21,368,2190,104.28571428571429,5.951086956521739,17.523809523809526,1,1,1
8172,2020,Jammu and Kashmir,1,Ramban,621,Northern Region,Rural,28,418,1430,51.07142857142857,3.4210526315789473,14.928571428571429,1,1,1
8173,2020,Jammu and Kashmir,1,Reasi,627,Northern Region,Rural,49,569,2935,59.89795918367347,5.15817223198594,11.612244897959183,1,1,1
8174,2020,Jammu and Kashmir,1,Samba,624,Northern Region,Rural,45,484,2650,58.888888888888886,5.475206611570248,10.755555555555556,1,1,1
8175,2020,Jammu and Kashmir,1,Samba,624,Northern Region,Semi-urban,29,325,1992,68.6896551724138,6.1292307692307695,11.206896551724139,1,1,1
8176,2020,Jammu and Kashmir,1,Shopian,625,Northern Region,Rural,26,243,631,24.26923076923077,2.596707818930041,9.346153846153847,1,1,1
8177,2020,Jammu and Kashmir,1,Shopian,625,Northern Region,Semi-urban,9,165,682,75.77777777777777,4.133333333333334,18.333333333333332,1,1,1
8178,2020,Jammu and Kashmir,1,Srinagar,13,Northern Region,Rural,23,230,1810,78.69565217391305,7.869565217391305,10.0,1,1,1
8179,2020,Jammu and Kashmir,1,Srinagar,13,Northern Region,Metropolitan,183,1973,25529,139.50273224043715,12.939178915357324,10.781420765027322,1,1,1
8180,2020,Jammu and Kashmir,1,Udhampur,14,Northern Region,Rural,41,543,1789,43.63414634146341,3.294659300184162,13.24390243902439,1,1,1
8181,2020,Jammu and Kashmir,1,Udhampur,14,Northern Region,Semi-urban,31,382,2893,93.3225806451613,7.5732984293193715,12.32258064516129,1,1,1
8238,2020,Jharkhand,20,Bokaro,322,Eastern Region,Rural,77,1374,4118,53.48051948051948,2.997088791848617,17.844155844155843,1,1,1
8239,2020,Jharkhand,20,Bokaro,322,Eastern Region,Semi-urban,47,752,3830,81.48936170212765,5.093085106382978,16.0,1,1,1
8240,2020,Jharkhand,20,Bokaro,322,Eastern Region,Urban,98,1233,11546,117.81632653061224,9.364152473641525,12.581632653061224,1,1,1
8241,2020,Jharkhand,20,Chatra,323,Eastern Region,Rural,38,977,1517,39.921052631578945,1.5527123848515865,25.710526315789473,1,1,1
8242,2020,Jharkhand,20,Chatra,323,Eastern Region,Semi-urban,19,237,1609,84.6842105263158,6.789029535864979,12.473684210526315,1,1,1
8243,2020,Jharkhand,20,Deoghar,324,Eastern Region,Rural,63,1421,1756,27.873015873015873,1.2357494722026743,22.555555555555557,1,1,1
8244,2020,Jharkhand,20,Deoghar,324,Eastern Region,Semi-urban,19,277,710,37.36842105263158,2.563176895306859,14.578947368421053,1,1,1
8245,2020,Jharkhand,20,Deoghar,324,Eastern Region,Urban,55,680,4460,81.0909090909091,6.5588235294117645,12.363636363636363,1,1,1
8246,2020,Jharkhand,20,Dhanbad,325,Eastern Region,Rural,59,1043,3007,50.96610169491525,2.8830297219558965,17.677966101694917,1,1,1
8247,2020,Jharkhand,20,Dhanbad,325,Eastern Region,Semi-urban,52,715,3148,60.53846153846154,4.402797202797203,13.75,1,1,1
8248,2020,Jharkhand,20,Dhanbad,325,Eastern Region,Metropolitan,178,2292,22959,128.98314606741573,10.017015706806284,12.876404494382022,1,1,1
8249,2020,Jharkhand,20,Dumka,326,Eastern Region,Rural,80,1326,1830,22.875,1.3800904977375565,16.575,1,1,1
8250,2020,Jharkhand,20,Dumka,326,Eastern Region,Semi-urban,40,505,2409,60.225,4.77029702970297,12.625,1,1,1
8251,2020,Jharkhand,20,Garhwa,328,Eastern Region,Rural,39,958,1164,29.846153846153847,1.2150313152400836,24.564102564102566,1,1,1
8252,2020,Jharkhand,20,Garhwa,328,Eastern Region,Semi-urban,29,547,1417,48.86206896551724,2.590493601462523,18.862068965517242,1,1,1
8253,2020,Jharkhand,20,Giridih,329,Eastern Region,Rural,116,2458,4505,38.83620689655172,1.8327908868999185,21.189655172413794,1,1,1
8254,2020,Jharkhand,20,Giridih,329,Eastern Region,Semi-urban,7,159,335,47.857142857142854,2.106918238993711,22.714285714285715,1,1,1
8255,2020,Jharkhand,20,Giridih,329,Eastern Region,Urban,44,470,2719,61.79545454545455,5.785106382978723,10.681818181818182,1,1,1
8256,2020,Jharkhand,20,Godda,330,Eastern Region,Rural,72,1220,1922,26.694444444444443,1.5754098360655737,16.944444444444443,1,1,1
8257,2020,Jharkhand,20,Godda,330,Eastern Region,Semi-urban,35,428,2003,57.22857142857143,4.679906542056075,12.228571428571428,1,1,1
8258,2020,Jharkhand,20,Gumla,331,Eastern Region,Rural,38,770,1069,28.13157894736842,1.3883116883116884,20.263157894736842,1,1,1
8259,2020,Jharkhand,20,Gumla,331,Eastern Region,Semi-urban,28,445,1709,61.035714285714285,3.8404494382022474,15.892857142857142,1,1,1
8260,2020,Jharkhand,20,Hazaribagh,332,Eastern Region,Rural,80,1391,2978,37.225,2.1409058231488136,17.3875,1,1,1
8261,2020,Jharkhand,20,Hazaribagh,332,Eastern Region,Semi-urban,29,361,908,31.310344827586206,2.515235457063712,12.448275862068966,1,1,1
8262,2020,Jharkhand,20,Hazaribagh,332,Eastern Region,Urban,60,772,5039,83.98333333333333,6.52720207253886,12.866666666666667,1,1,1
