"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
6487,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Rural",0,0,0
6488,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Semi-urban",0,0,0
6489,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Urban",0,0,0
6490,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Rural",0,0,0
6491,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Semi-urban",0,0,0
6492,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Urban",0,0,0
6493,2021,"Uttar Pradesh",9,"Amethi",640,"Central Region","Rural",0,0,0
6494,2021,"Uttar Pradesh",9,"Amethi",640,"Central Region","Semi-urban",0,0,0
6495,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Rural",0,0,0
6496,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Semi-urban",0,0,0
6497,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Urban",0,0,0
6498,2021,"Uttar Pradesh",9,"Auraiya",122,"Central Region","Rural",0,0,0
6499,2021,"Uttar Pradesh",9,"Auraiya",122,"Central Region","Semi-urban",0,0,0
6500,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Rural",0,0,0
6501,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Semi-urban",0,0,0
6502,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Urban",0,0,0
6503,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Rural",0,0,0
6504,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Semi-urban",0,0,0
6505,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Urban",0,0,0
6506,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Rural",0,0,0
6507,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Semi-urban",0,0,0
6508,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Urban",0,0,0
6509,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Rural",0,0,0
6510,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Semi-urban",0,0,0
6511,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Urban",0,0,0
6512,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Rural",0,0,0
6513,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Semi-urban",0,0,0
6514,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Urban",0,0,0
6515,2021,"Uttar Pradesh",9,"Balrampur",649,"Central Region","Rural",0,0,0
6516,2021,"Uttar Pradesh",9,"Balrampur",649,"Central Region","Semi-urban",0,0,0
6517,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Rural",0,0,0
6518,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Semi-urban",0,0,0
6519,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Urban",0,0,0
6520,2021,"Uttar Pradesh",9,"Barabanki",129,"Central Region","Rural",0,0,0
6521,2021,"Uttar Pradesh",9,"Barabanki",129,"Central Region","Semi-urban",0,0,0
6522,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Rural",0,0,0
6523,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Semi-urban",0,0,0
6524,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Urban",0,0,0
6525,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Rural",0,0,0
6526,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Semi-urban",0,0,0
6527,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Urban",0,0,0
6528,2021,"Uttar Pradesh",9,"Bijnor",132,"Central Region","Rural",0,0,0
6529,2021,"Uttar Pradesh",9,"Bijnor",132,"Central Region","Semi-urban",0,0,0
6530,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Rural",0,0,0
6531,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Semi-urban",0,0,0
6532,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Urban",0,0,0
6533,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Rural",0,0,0
6534,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Semi-urban",0,0,0
6535,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Urban",0,0,0
6536,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Rural",0,0,0
6537,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Semi-urban",0,0,0
6538,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Urban",0,0,0
6539,2021,"Uttar Pradesh",9,"Chitrakoot",136,"Central Region","Rural",0,0,0
6540,2021,"Uttar Pradesh",9,"Chitrakoot",136,"Central Region","Semi-urban",0,0,0
6541,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Rural",0,0,0
6542,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Semi-urban",0,0,0
6543,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Urban",0,0,0
6544,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Rural",0,0,0
6545,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Semi-urban",0,0,0
6546,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Urban",0,0,0
6547,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Rural",0,0,0
6548,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Semi-urban",0,0,0
6549,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Urban",0,0,0
6550,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Rural",0,0,0
6551,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Semi-urban",0,0,0
6552,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Urban",0,0,0
6553,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Rural",0,0,0
6554,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Semi-urban",0,0,0
6555,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Urban",0,0,0
6556,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Rural",0,0,0
6557,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Semi-urban",0,0,0
6558,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Urban",0,0,0
6559,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Rural",0,0,0
6560,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Semi-urban",0,0,0
6561,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Urban",0,0,0
6562,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Rural",0,0,0
6563,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Semi-urban",0,0,0
6564,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Urban",0,0,0
6565,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Metropolitan",0,0,0
6566,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Rural",0,0,0
6567,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Semi-urban",0,0,0
6568,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Urban",0,0,0
6569,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Rural",0,0,0
6570,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Semi-urban",0,0,0
6571,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Urban",0,0,0
6572,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Rural",0,0,0
6573,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Semi-urban",0,0,0
6574,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Urban",0,0,0
6575,2021,"Uttar Pradesh",9,"Hamirpur",17,"Central Region","Rural",0,0,0
6576,2021,"Uttar Pradesh",9,"Hamirpur",17,"Central Region","Semi-urban",0,0,0
6577,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Rural",0,0,0
6578,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Semi-urban",0,0,0
6579,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Urban",0,0,0
6580,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Rural",0,0,0
6581,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Semi-urban",0,0,0
6582,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Urban",0,0,0
6583,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Rural",0,0,0
6584,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Semi-urban",0,0,0
6585,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Urban",0,0,0
6586,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Rural",0,0,0
6587,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Semi-urban",0,0,0
6588,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Urban",0,0,0
6589,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Rural",0,0,0
6590,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Semi-urban",0,0,0
6591,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Urban",0,0,0
6592,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Rural",0,0,0
6593,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Semi-urban",0,0,0
6594,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Urban",0,0,0
6595,2021,"Uttar Pradesh",9,"Kannauj",155,"Central Region","Rural",0,0,0
6596,2021,"Uttar Pradesh",9,"Kannauj",155,"Central Region","Semi-urban",0,0,0
6597,2021,"Uttar Pradesh",9,"Kanpur Dehat",156,"Central Region","Rural",0,0,0
6598,2021,"Uttar Pradesh",9,"Kanpur Dehat",156,"Central Region","Semi-urban",0,0,0
6599,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Rural",0,0,0
6600,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Semi-urban",0,0,0
6601,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Metropolitan",0,0,0
6602,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Rural",0,0,0
6603,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Semi-urban",0,0,0
6604,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Urban",0,0,0
6605,2021,"Uttar Pradesh",9,"Kaushambi",158,"Central Region","Rural",0,0,0
6606,2021,"Uttar Pradesh",9,"Kaushambi",158,"Central Region","Semi-urban",0,0,0
6607,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Rural",0,0,0
6608,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Semi-urban",0,0,0
6609,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Urban",0,0,0
6610,2021,"Uttar Pradesh",9,"Kushi Nagar",160,"Central Region","Rural",0,0,0
6611,2021,"Uttar Pradesh",9,"Kushi Nagar",160,"Central Region","Semi-urban",0,0,0
6612,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Rural",0,0,0
6613,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Semi-urban",0,0,0
6614,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Urban",0,0,0
6615,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Rural",0,0,0
6616,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Semi-urban",0,0,0
6617,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Metropolitan",0,0,0
6618,2021,"Uttar Pradesh",9,"Maharajganj",164,"Central Region","Rural",0,0,0
6619,2021,"Uttar Pradesh",9,"Maharajganj",164,"Central Region","Semi-urban",0,0,0
6620,2021,"Uttar Pradesh",9,"Mahoba",165,"Central Region","Rural",0,0,0
6621,2021,"Uttar Pradesh",9,"Mahoba",165,"Central Region","Semi-urban",0,0,0
6622,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Rural",0,0,0
6623,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Semi-urban",0,0,0
6624,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Urban",0,0,0
6625,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Rural",0,0,0
6626,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Semi-urban",0,0,0
6627,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Urban",0,0,0
6628,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Rural",0,0,0
6629,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Semi-urban",0,0,0
6630,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Urban",0,0,0
6631,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Rural",0,0,0
6632,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Semi-urban",0,0,0
6633,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Metropolitan",0,0,0
6634,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Rural",0,0,0
6635,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Semi-urban",0,0,0
6636,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Urban",0,0,0
6637,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Rural",0,0,0
6638,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Semi-urban",0,0,0
6639,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Urban",0,0,0
6640,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Rural",0,0,0
6641,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Semi-urban",0,0,0
6642,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Urban",0,0,0
6643,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Rural",0,0,0
6644,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Semi-urban",0,0,0
6645,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Urban",0,0,0
6646,2021,"Uttar Pradesh",9,"Pratapgarh",629,"Central Region","Rural",0,0,0
6647,2021,"Uttar Pradesh",9,"Pratapgarh",629,"Central Region","Semi-urban",0,0,0
6648,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Rural",0,0,0
6649,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Semi-urban",0,0,0
6650,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Metropolitan",0,0,0
6651,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Rural",0,0,0
6652,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Semi-urban",0,0,0
6653,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Urban",0,0,0
6654,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Rural",0,0,0
6655,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Semi-urban",0,0,0
6656,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Urban",0,0,0
6657,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Rural",0,0,0
6658,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Semi-urban",0,0,0
6659,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Urban",0,0,0
6660,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Rural",0,0,0
6661,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Semi-urban",0,0,0
6662,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Urban",0,0,0
6663,2021,"Uttar Pradesh",9,"Sant Kabeer Nagar",178,"Central Region","Rural",0,0,0
6664,2021,"Uttar Pradesh",9,"Sant Kabeer Nagar",178,"Central Region","Semi-urban",0,0,0
6665,2021,"Uttar Pradesh",9,"Bhadohi",179,"Central Region","Rural",0,0,0
6666,2021,"Uttar Pradesh",9,"Bhadohi",179,"Central Region","Semi-urban",0,0,0
6667,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Rural",0,0,0
6668,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Semi-urban",0,0,0
6669,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Urban",0,0,0
6670,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Rural",0,0,0
6671,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Semi-urban",0,0,0
6672,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Urban",0,0,0
6673,2021,"Uttar Pradesh",9,"Shravasti",181,"Central Region","Rural",0,0,0
6674,2021,"Uttar Pradesh",9,"Shravasti",181,"Central Region","Semi-urban",0,0,0
6675,2021,"Uttar Pradesh",9,"Siddharth Nagar",182,"Central Region","Rural",0,0,0
6676,2021,"Uttar Pradesh",9,"Siddharth Nagar",182,"Central Region","Semi-urban",0,0,0
6677,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Rural",0,0,0
6678,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Semi-urban",0,0,0
6679,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Urban",0,0,0
6680,2021,"Uttar Pradesh",9,"Sonbhadra",184,"Central Region","Rural",0,0,0
6681,2021,"Uttar Pradesh",9,"Sonbhadra",184,"Central Region","Semi-urban",0,0,0
6682,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Rural",0,0,0
6683,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Semi-urban",0,0,0
6684,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Urban",0,0,0
6685,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Rural",0,0,0
6686,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Semi-urban",0,0,0
6687,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Urban",0,0,0
6688,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Rural",0,0,0
6689,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Semi-urban",0,0,0
6690,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Metropolitan",0,0,0
6691,2021,"Uttar Pradesh",9,"Agra",118,"Central Region","Rural",93,1108,3179
6692,2021,"Uttar Pradesh",9,"Agra",118,"Central Region","Semi-urban",111,1914,4495
6693,2021,"Uttar Pradesh",9,"Agra",118,"Central Region","Metropolitan",342,4317,36742
6694,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Rural",107,1535,3114
6695,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Semi-urban",80,1355,3253
6696,2021,"Uttar Pradesh",9,"Aligarh",119,"Central Region","Urban",132,1798,16419
6697,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Rural",104,2205,3556
6698,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Semi-urban",47,1002,2736
6699,2021,"Uttar Pradesh",9,"Ambedkar Nagar",121,"Central Region","Urban",27,348,1230
6700,2021,"Uttar Pradesh",9,"Amethi",640,"Central Region","Rural",161,2422,5679
6701,2021,"Uttar Pradesh",9,"Amethi",640,"Central Region","Semi-urban",33,455,1857
6702,2021,"Uttar Pradesh",9,"Auraiya",122,"Central Region","Rural",48,929,1684
6703,2021,"Uttar Pradesh",9,"Auraiya",122,"Central Region","Semi-urban",52,945,3068
6704,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Rural",103,2091,4094
6705,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Semi-urban",39,761,5486
6706,2021,"Uttar Pradesh",9,"Ayodhya",140,"Central Region","Urban",70,770,6444
6707,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Rural",217,4389,11465
6708,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Semi-urban",53,1090,2941
6709,2021,"Uttar Pradesh",9,"Azamgarh",123,"Central Region","Urban",51,768,4688
6710,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Rural",60,485,1493
6711,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Semi-urban",48,559,2382
6712,2021,"Uttar Pradesh",9,"Baghpat",124,"Central Region","Urban",23,344,1913
6713,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Rural",136,2623,3157
6714,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Semi-urban",24,553,1119
6715,2021,"Uttar Pradesh",9,"Bahraich",125,"Central Region","Urban",39,583,3123
6716,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Rural",125,2680,4628
6717,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Semi-urban",74,2112,4466
6718,2021,"Uttar Pradesh",9,"Ballia",126,"Central Region","Urban",37,674,4057
6719,2021,"Uttar Pradesh",9,"Balrampur",649,"Central Region","Rural",101,1540,2653
6720,2021,"Uttar Pradesh",9,"Balrampur",649,"Central Region","Semi-urban",42,808,2573
6721,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Rural",81,1153,1801
6722,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Semi-urban",30,624,1304
6723,2021,"Uttar Pradesh",9,"Banda",128,"Central Region","Urban",33,407,2808
6724,2021,"Uttar Pradesh",9,"Barabanki",129,"Central Region","Rural",152,2428,3570
6725,2021,"Uttar Pradesh",9,"Barabanki",129,"Central Region","Semi-urban",113,1607,5462
6726,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Rural",138,2015,2971
6727,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Semi-urban",92,1664,2752
6728,2021,"Uttar Pradesh",9,"Bareilly",130,"Central Region","Urban",189,2258,18663
6729,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Rural",122,2986,5101
6730,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Semi-urban",5,58,77
6731,2021,"Uttar Pradesh",9,"Basti",131,"Central Region","Urban",48,597,3563
6732,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Rural",97,1409,1886
6733,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Semi-urban",28,562,1144
6734,2021,"Uttar Pradesh",9,"Sambhal",659,"Central Region","Urban",35,636,2328
6735,2021,"Uttar Pradesh",9,"Bijnor",132,"Central Region","Rural",125,1653,3468
6736,2021,"Uttar Pradesh",9,"Bijnor",132,"Central Region","Semi-urban",173,2982,11027
6737,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Rural",79,1355,1609
6738,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Semi-urban",61,1605,2461
6739,2021,"Uttar Pradesh",9,"Budaun",133,"Central Region","Urban",31,462,2380
6740,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Rural",101,1572,3392
6741,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Semi-urban",82,1511,4892
6742,2021,"Uttar Pradesh",9,"Bulandshahr",134,"Central Region","Urban",72,979,6734
6743,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Rural",112,1607,3519
6744,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Semi-urban",35,529,2059
6745,2021,"Uttar Pradesh",9,"Chandauli",135,"Central Region","Urban",24,391,1914
6746,2021,"Uttar Pradesh",9,"Chitrakoot",136,"Central Region","Rural",43,656,1077
6747,2021,"Uttar Pradesh",9,"Chitrakoot",136,"Central Region","Semi-urban",38,611,1839
6748,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Rural",129,2837,4909
6749,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Semi-urban",61,1347,3311
6750,2021,"Uttar Pradesh",9,"Deoria",137,"Central Region","Urban",44,829,4164
6751,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Rural",60,805,1140
6752,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Semi-urban",29,745,1310
6753,2021,"Uttar Pradesh",9,"Etah",138,"Central Region","Urban",38,511,2825
6754,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Rural",56,960,1806
6755,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Semi-urban",29,638,1725
6756,2021,"Uttar Pradesh",9,"Etawah",139,"Central Region","Urban",45,648,4294
6757,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Rural",58,943,1219
6758,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Semi-urban",31,684,1637
6759,2021,"Uttar Pradesh",9,"Farrukhabad",141,"Central Region","Urban",48,693,3836
6760,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Rural",109,1788,3300
6761,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Semi-urban",49,992,2473
6762,2021,"Uttar Pradesh",9,"Fatehpur",142,"Central Region","Urban",36,534,3255
6763,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Rural",52,802,1122
6764,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Semi-urban",39,844,2279
6765,2021,"Uttar Pradesh",9,"Firozabad",143,"Central Region","Urban",71,1335,5851
6766,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Rural",80,682,4241
6767,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Semi-urban",54,583,3847
6768,2021,"Uttar Pradesh",9,"Gautam Buddha Nagar",144,"Central Region","Urban",438,6189,119059
6769,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Rural",44,385,2075
6770,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Semi-urban",34,402,1662
6771,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Urban",37,758,3807
6772,2021,"Uttar Pradesh",9,"Ghaziabad",145,"Central Region","Metropolitan",372,4499,60598
6773,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Rural",178,3010,7719
6774,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Semi-urban",61,1348,4396
6775,2021,"Uttar Pradesh",9,"Ghazipur",146,"Central Region","Urban",42,597,4069
6776,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Rural",150,2900,5093
6777,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Semi-urban",37,881,1656
6778,2021,"Uttar Pradesh",9,"Gonda",147,"Central Region","Urban",44,588,3218
6779,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Rural",175,4061,8759
6780,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Semi-urban",61,1104,2915
6781,2021,"Uttar Pradesh",9,"Gorakhpur",148,"Central Region","Urban",202,2694,22296
6782,2021,"Uttar Pradesh",9,"Hamirpur",17,"Central Region","Rural",49,586,909
6783,2021,"Uttar Pradesh",9,"Hamirpur",17,"Central Region","Semi-urban",55,897,2930
6784,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Rural",144,2629,3485
6785,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Semi-urban",59,1518,3088
6786,2021,"Uttar Pradesh",9,"Hardoi",150,"Central Region","Urban",38,587,3608
6787,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Rural",57,674,1261
6788,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Semi-urban",38,705,1833
